id,symbol,asset_name,asset_type,close_price,open_price,high_price,low_price,volume,timestamp
1102,THYAO.IS,THYAO.IS,BIST,144.8000030517578,141.8000030517578,147.1999969482422,140.3000030517578,66261587.0,2023-01-05
4795,SOL/USDT,SOL/USDT,Kripto,13.43,13.43,13.89,12.95,5834353.76,2023-01-05
553,GARAN.IS,GARAN.IS,BIST,26.745094255096472,25.69661521911621,26.958343969993766,25.483365504218916,43368818.0,2023-01-05
1652,BTC/USDT,BTC/USDT,Kripto,16831.85,16850.36,16879.82,16753.0,163473.56641,2023-01-05
3189,ETH/USDT,ETH/USDT,Kripto,1251.24,1256.91,1259.95,1242.81,272805.33,2023-01-05
1103,THYAO.IS,THYAO.IS,BIST,135.1999969482422,142.5,144.1999969482422,132.39999389648438,84430370.0,2023-01-06
1653,BTC/USDT,BTC/USDT,Kripto,16950.65,16831.85,17041.0,16679.0,207401.28415,2023-01-06
4796,SOL/USDT,SOL/USDT,Kripto,13.5,13.43,13.6,12.69,5404648.48,2023-01-06
5,AKBNK.IS,AKBNK.IS,BIST,15.736510838496198,16.258163452148438,16.614625712181745,15.232247032232888,196879074.0,2023-01-06
3993,XRP/USDT,XRP/USDT,Kripto,0.3443,0.338,0.3462,0.3311,278304929.0,2023-01-06
3190,ETH/USDT,ETH/USDT,Kripto,1269.14,1251.25,1276.7,1236.0,342344.2023,2023-01-06
554,GARAN.IS,GARAN.IS,BIST,24.27494957780196,25.074636459350586,25.927637042491757,23.06653279116786,92632410.0,2023-01-06
1654,BTC/USDT,BTC/USDT,Kripto,16943.57,16950.31,16981.91,16908.0,104526.5688,2023-01-07
3994,XRP/USDT,XRP/USDT,Kripto,0.3442,0.3442,0.3457,0.3413,103851424.0,2023-01-07
3191,ETH/USDT,ETH/USDT,Kripto,1264.07,1269.13,1271.09,1261.3,129474.2884,2023-01-07
4797,SOL/USDT,SOL/USDT,Kripto,13.1,13.51,13.51,13.01,1904950.91,2023-01-07
3192,ETH/USDT,ETH/USDT,Kripto,1290.16,1264.06,1296.0,1257.77,213636.7848,2023-01-08
4798,SOL/USDT,SOL/USDT,Kripto,14.45,13.1,14.89,12.85,6295596.12,2023-01-08
1655,BTC/USDT,BTC/USDT,Kripto,17127.83,16943.83,17176.99,16911.0,135155.89695,2023-01-08
3995,XRP/USDT,XRP/USDT,Kripto,0.3452,0.3442,0.3469,0.3354,185516324.0,2023-01-08
1104,THYAO.IS,THYAO.IS,BIST,143.6999969482422,138.39999389648438,144.8000030517578,138.10000610351562,65134360.0,2023-01-09
6,AKBNK.IS,AKBNK.IS,BIST,16.432047303010478,15.484378814697266,16.45813051528729,15.214858920988965,164022143.0,2023-01-09
3996,XRP/USDT,XRP/USDT,Kripto,0.349,0.3452,0.3576,0.3437,527746615.0,2023-01-09
555,GARAN.IS,GARAN.IS,BIST,25.35897184169977,23.741825103759766,25.58999110950444,23.404180124480625,53096255.0,2023-01-09
1656,BTC/USDT,BTC/USDT,Kripto,17178.26,17127.83,17398.8,17104.66,266211.52723,2023-01-09
3193,ETH/USDT,ETH/USDT,Kripto,1320.39,1290.15,1344.91,1285.44,581727.6968,2023-01-09
4799,SOL/USDT,SOL/USDT,Kripto,16.25,14.46,17.5,14.28,19481959.57,2023-01-09
1105,THYAO.IS,THYAO.IS,BIST,138.10000610351562,131.1999969482422,138.39999389648438,131.1999969482422,53114168.0,2023-01-10
7,AKBNK.IS,AKBNK.IS,BIST,15.562627396576014,14.806232452392578,15.86692491845049,14.788843643533903,183185741.0,2023-01-10
3194,ETH/USDT,ETH/USDT,Kripto,1335.62,1320.4,1347.69,1316.8,459660.2307,2023-01-10
1657,BTC/USDT,BTC/USDT,Kripto,17440.66,17179.04,17499.0,17146.34,221382.42581,2023-01-10
556,GARAN.IS,GARAN.IS,BIST,23.741824805343906,22.906597137451172,24.221637958810863,22.568950467657796,56119179.0,2023-01-10
3997,XRP/USDT,XRP/USDT,Kripto,0.3507,0.3489,0.3541,0.3432,338577860.0,2023-01-10
4800,SOL/USDT,SOL/USDT,Kripto,16.2,16.25,16.73,15.57,8489417.77,2023-01-10
1106,THYAO.IS,THYAO.IS,BIST,131.8000030517578,125.30000305175781,135.0,125.30000305175781,67243889.0,2023-01-11
3195,ETH/USDT,ETH/USDT,Kripto,1389.39,1335.63,1398.0,1321.04,472465.9556,2023-01-11
1658,BTC/USDT,BTC/USDT,Kripto,17943.26,17440.64,18000.0,17315.6,262221.60653,2023-01-11
3998,XRP/USDT,XRP/USDT,Kripto,0.3728,0.3506,0.3785,0.3477,626037461.0,2023-01-11
4801,SOL/USDT,SOL/USDT,Kripto,16.36,16.2,16.67,15.28,6661616.67,2023-01-11
8,AKBNK.IS,AKBNK.IS,BIST,14.832314055802868,13.997671127319336,15.12791717421281,13.997671127319336,188456919.0,2023-01-11
557,GARAN.IS,GARAN.IS,BIST,22.924366077136707,21.218366622924805,23.333095978074436,21.218366622924805,53273576.0,2023-01-11
1107,THYAO.IS,THYAO.IS,BIST,129.6999969482422,135.8000030517578,136.39999389648438,125.0999984741211,101228836.0,2023-01-12
1659,BTC/USDT,BTC/USDT,Kripto,18846.62,17943.26,19117.04,17892.05,454568.32178,2023-01-12
558,GARAN.IS,GARAN.IS,BIST,21.769261848314137,21.787033081054688,22.089137258611935,20.134345720860107,83416807.0,2023-01-12
9,AKBNK.IS,AKBNK.IS,BIST,14.354133664715853,14.475852012634277,14.580183209627297,13.276052367799199,217774043.0,2023-01-12
3999,XRP/USDT,XRP/USDT,Kripto,0.3748,0.3728,0.382,0.3607,505754231.0,2023-01-12
3196,ETH/USDT,ETH/USDT,Kripto,1415.92,1389.4,1438.0,1361.92,877712.4492,2023-01-12
4802,SOL/USDT,SOL/USDT,Kripto,16.59,16.37,17.0,15.54,9608670.96,2023-01-12
559,GARAN.IS,GARAN.IS,BIST,21.538242512744016,21.467159271240234,22.17799168627806,21.182826305225106,53392828.0,2023-01-13
10,AKBNK.IS,AKBNK.IS,BIST,14.432381362077697,14.388909339904785,14.754066034716816,14.136778244454238,138549057.0,2023-01-13
4803,SOL/USDT,SOL/USDT,Kripto,18.29,16.59,18.65,16.29,10929884.4,2023-01-13
4000,XRP/USDT,XRP/USDT,Kripto,0.3858,0.3748,0.3868,0.368,405120914.0,2023-01-13
3197,ETH/USDT,ETH/USDT,Kripto,1451.2,1415.91,1464.0,1401.03,499377.8649,2023-01-13
1660,BTC/USDT,BTC/USDT,Kripto,19930.01,18846.62,20000.0,18714.12,368615.87823,2023-01-13
1108,THYAO.IS,THYAO.IS,BIST,135.0,134.6999969482422,138.0,133.1999969482422,60042383.0,2023-01-13
3198,ETH/USDT,ETH/USDT,Kripto,1549.9,1451.21,1599.98,1449.14,940691.7774,2023-01-14
1661,BTC/USDT,BTC/USDT,Kripto,20954.92,19930.01,21258.0,19888.05,393913.74951,2023-01-14
4001,XRP/USDT,XRP/USDT,Kripto,0.3953,0.3857,0.4089,0.3766,582781070.0,2023-01-14
4804,SOL/USDT,SOL/USDT,Kripto,24.24,18.29,24.75,18.2,25997232.06,2023-01-14
4805,SOL/USDT,SOL/USDT,Kripto,22.89,24.23,25.0,21.98,11258028.55,2023-01-15
1662,BTC/USDT,BTC/USDT,Kripto,20871.5,20952.76,21050.74,20551.01,178542.22549,2023-01-15
4002,XRP/USDT,XRP/USDT,Kripto,0.3845,0.3953,0.3969,0.3795,294014260.0,2023-01-15
3199,ETH/USDT,ETH/USDT,Kripto,1552.52,1549.91,1566.66,1516.03,387832.7138,2023-01-15
4003,XRP/USDT,XRP/USDT,Kripto,0.3855,0.3846,0.4064,0.3777,542041099.0,2023-01-16
11,AKBNK.IS,AKBNK.IS,BIST,14.632348019483478,15.014893531799316,15.049669492034507,14.62365361485265,208493022.0,2023-01-16
1663,BTC/USDT,BTC/USDT,Kripto,21185.65,20872.99,21474.05,20611.48,293078.08262,2023-01-16
4806,SOL/USDT,SOL/USDT,Kripto,23.58,22.9,25.0,22.3,10043368.28,2023-01-16
1109,THYAO.IS,THYAO.IS,BIST,135.8000030517578,144.39999389648438,144.39999389648438,134.60000610351562,69854606.0,2023-01-16
3200,ETH/USDT,ETH/USDT,Kripto,1576.94,1552.52,1604.5,1521.31,574622.8953,2023-01-16
560,GARAN.IS,GARAN.IS,BIST,21.680408875116306,22.39124298095703,22.5867214703152,21.680408875116306,56436509.0,2023-01-16
1110,THYAO.IS,THYAO.IS,BIST,144.5,147.39999389648438,147.8000030517578,143.1999969482422,75412924.0,2023-01-17
12,AKBNK.IS,AKBNK.IS,BIST,15.040974725573765,15.232248306274414,15.458297846373675,14.849702803161199,202278413.0,2023-01-17
4004,XRP/USDT,XRP/USDT,Kripto,0.3868,0.3855,0.3987,0.379,378212343.0,2023-01-17
561,GARAN.IS,GARAN.IS,BIST,22.462326636824088,22.568950653076172,23.0843045843164,22.01805594800464,97895535.0,2023-01-17
3201,ETH/USDT,ETH/USDT,Kripto,1565.57,1576.94,1609.0,1541.15,506771.7219,2023-01-17
4807,SOL/USDT,SOL/USDT,Kripto,22.86,23.58,23.95,22.7,6056942.68,2023-01-17
1664,BTC/USDT,BTC/USDT,Kripto,21134.81,21185.65,21647.45,20841.31,275407.74409,2023-01-17
1111,THYAO.IS,THYAO.IS,BIST,148.1999969482422,149.10000610351562,151.10000610351562,146.89999389648438,88435518.0,2023-01-18
562,GARAN.IS,GARAN.IS,BIST,22.65780419342284,22.6044921875,23.36863658825443,22.284616762446728,58008314.0,2023-01-18
13,AKBNK.IS,AKBNK.IS,BIST,15.258330269351829,15.093141555786133,15.588711013059475,14.867092009640933,239337946.0,2023-01-18
4808,SOL/USDT,SOL/USDT,Kripto,20.79,22.86,23.65,20.34,11341710.32,2023-01-18
1665,BTC/USDT,BTC/USDT,Kripto,20677.47,21132.29,21650.0,20407.15,350916.01949,2023-01-18
4005,XRP/USDT,XRP/USDT,Kripto,0.3782,0.3868,0.3964,0.3655,615064764.0,2023-01-18
3202,ETH/USDT,ETH/USDT,Kripto,1511.43,1565.56,1610.0,1501.39,752534.8857,2023-01-18
563,GARAN.IS,GARAN.IS,BIST,22.51563813032339,22.78219985961914,23.190929765265185,22.426783655638758,46557752.0,2023-01-19
1666,BTC/USDT,BTC/USDT,Kripto,21071.59,20677.47,21192.0,20659.19,251385.84925,2023-01-19
4006,XRP/USDT,XRP/USDT,Kripto,0.3928,0.3782,0.3965,0.3762,416112670.0,2023-01-19
14,AKBNK.IS,AKBNK.IS,BIST,15.04966869093536,15.293107032775879,15.519156566280355,14.954033561663183,206900775.0,2023-01-19
1112,THYAO.IS,THYAO.IS,BIST,149.10000610351562,154.60000610351562,155.60000610351562,148.3000030517578,101059055.0,2023-01-19
3203,ETH/USDT,ETH/USDT,Kripto,1551.09,1511.44,1564.43,1509.15,308679.4645,2023-01-19
4809,SOL/USDT,SOL/USDT,Kripto,21.4,20.78,21.88,20.41,6113345.07,2023-01-19
15,AKBNK.IS,AKBNK.IS,BIST,15.353966263746615,16.266857147216797,16.327717976631114,15.310495901024431,286389616.0,2023-01-20
564,GARAN.IS,GARAN.IS,BIST,22.853282943074838,23.901762008666992,24.097242190578964,22.728887696227677,65375710.0,2023-01-20
4810,SOL/USDT,SOL/USDT,Kripto,25.51,21.4,25.82,20.93,9652433.39,2023-01-20
3204,ETH/USDT,ETH/USDT,Kripto,1658.52,1551.09,1669.9,1542.02,440570.9974,2023-01-20
1113,THYAO.IS,THYAO.IS,BIST,154.8000030517578,152.89999389648438,155.5,151.89999389648438,57057208.0,2023-01-20
4007,XRP/USDT,XRP/USDT,Kripto,0.4129,0.3929,0.4141,0.3859,366316527.0,2023-01-20
1667,BTC/USDT,BTC/USDT,Kripto,22667.21,21071.59,22755.93,20861.28,338079.13659,2023-01-20
3205,ETH/USDT,ETH/USDT,Kripto,1626.66,1658.53,1679.26,1616.21,494248.6009,2023-01-21
4008,XRP/USDT,XRP/USDT,Kripto,0.4034,0.4129,0.4166,0.3967,346602583.0,2023-01-21
1668,BTC/USDT,BTC/USDT,Kripto,22783.55,22666.0,23371.8,22422.0,346445.48432,2023-01-21
4811,SOL/USDT,SOL/USDT,Kripto,24.57,25.51,26.6,24.24,12782858.69,2023-01-21
4812,SOL/USDT,SOL/USDT,Kripto,24.21,24.56,25.45,23.5,6496779.26,2023-01-22
3206,ETH/USDT,ETH/USDT,Kripto,1627.44,1626.65,1663.89,1604.0,431729.6909,2023-01-22
1669,BTC/USDT,BTC/USDT,Kripto,22707.88,22783.35,23078.71,22292.37,253577.75286,2023-01-22
4009,XRP/USDT,XRP/USDT,Kripto,0.4004,0.4034,0.4122,0.3962,250067543.0,2023-01-22
1670,BTC/USDT,BTC/USDT,Kripto,22916.45,22706.02,23180.0,22500.0,293588.37938,2023-01-23
565,GARAN.IS,GARAN.IS,BIST,24.4348861651351,24.132781982421875,25.945407078701223,23.8129065666648,73835800.0,2023-01-23
1114,THYAO.IS,THYAO.IS,BIST,154.39999389648438,151.1999969482422,156.39999389648438,149.0,60963029.0,2023-01-23
4010,XRP/USDT,XRP/USDT,Kripto,0.4234,0.4004,0.433,0.3995,723894773.0,2023-01-23
4813,SOL/USDT,SOL/USDT,Kripto,24.33,24.21,24.93,23.7,6100483.98,2023-01-23
3207,ETH/USDT,ETH/USDT,Kripto,1626.29,1627.43,1648.09,1585.29,407267.1156,2023-01-23
16,AKBNK.IS,AKBNK.IS,BIST,16.649403557690267,16.145139694213867,17.14497301648575,15.936478956736199,326720804.0,2023-01-23
4814,SOL/USDT,SOL/USDT,Kripto,22.78,24.32,25.24,22.25,6121565.88,2023-01-24
3208,ETH/USDT,ETH/USDT,Kripto,1555.97,1626.28,1641.46,1535.0,462275.3243,2023-01-24
17,AKBNK.IS,AKBNK.IS,BIST,16.179917438584766,15.919090270996094,16.440742947885294,15.666959166444004,246304599.0,2023-01-24
1115,THYAO.IS,THYAO.IS,BIST,151.60000610351562,149.6999969482422,152.89999389648438,147.5,59286966.0,2023-01-24
1671,BTC/USDT,BTC/USDT,Kripto,22632.89,22917.81,23162.2,22462.93,293158.78254,2023-01-24
4011,XRP/USDT,XRP/USDT,Kripto,0.4078,0.4233,0.4312,0.4025,411297898.0,2023-01-24
566,GARAN.IS,GARAN.IS,BIST,24.132781581574132,23.493032455444336,24.754761169713294,23.20869951049776,82963487.0,2023-01-24
1672,BTC/USDT,BTC/USDT,Kripto,23060.94,22631.94,23816.73,22300.0,346042.83223,2023-01-25
567,GARAN.IS,GARAN.IS,BIST,23.72405479005715,22.657804489135742,23.79513803046803,21.840346377031498,85486406.0,2023-01-25
4012,XRP/USDT,XRP/USDT,Kripto,0.417,0.4079,0.4245,0.3965,375065459.0,2023-01-25
3209,ETH/USDT,ETH/USDT,Kripto,1611.94,1555.97,1641.0,1518.0,646474.9166,2023-01-25
1116,THYAO.IS,THYAO.IS,BIST,151.60000610351562,151.8000030517578,153.3000030517578,144.39999389648438,108873538.0,2023-01-25
18,AKBNK.IS,AKBNK.IS,BIST,16.058196680604013,15.4235200881958,16.17122227876815,14.788843495787589,256574489.0,2023-01-25
4815,SOL/USDT,SOL/USDT,Kripto,24.52,22.77,25.43,22.24,8332368.29,2023-01-25
3210,ETH/USDT,ETH/USDT,Kripto,1601.09,1611.95,1632.84,1577.43,532777.8466,2023-01-26
1117,THYAO.IS,THYAO.IS,BIST,152.10000610351562,150.1999969482422,153.1999969482422,149.60000610351562,78729048.0,2023-01-26
4816,SOL/USDT,SOL/USDT,Kripto,24.33,24.53,25.23,23.73,5450404.1,2023-01-26
1673,BTC/USDT,BTC/USDT,Kripto,23009.65,23060.42,23282.47,22850.01,288924.43581,2023-01-26
568,GARAN.IS,GARAN.IS,BIST,22.728887887373457,21.804805755615234,22.871054369182417,21.76926328778392,64263205.0,2023-01-26
19,AKBNK.IS,AKBNK.IS,BIST,15.42352049154397,14.823619842529297,15.42352049154397,14.797538287107862,322416904.0,2023-01-26
4013,XRP/USDT,XRP/USDT,Kripto,0.4092,0.417,0.4178,0.4053,290069659.0,2023-01-26
1674,BTC/USDT,BTC/USDT,Kripto,23074.16,23009.65,23500.0,22534.88,280833.86315,2023-01-27
20,AKBNK.IS,AKBNK.IS,BIST,14.658431192800032,14.475852012634277,14.788843945325219,13.936812193320009,262508754.0,2023-01-27
1118,THYAO.IS,THYAO.IS,BIST,149.8000030517578,149.8000030517578,150.60000610351562,143.89999389648438,81105028.0,2023-01-27
4817,SOL/USDT,SOL/USDT,Kripto,24.43,24.33,24.96,23.27,4729055.76,2023-01-27
4014,XRP/USDT,XRP/USDT,Kripto,0.4128,0.4091,0.4135,0.3988,274281738.0,2023-01-27
569,GARAN.IS,GARAN.IS,BIST,21.413846505116762,21.165054321289062,21.733720233171688,20.4897627035494,66014374.0,2023-01-27
3211,ETH/USDT,ETH/USDT,Kripto,1597.62,1601.08,1621.0,1552.54,512093.3875,2023-01-27
1675,BTC/USDT,BTC/USDT,Kripto,23022.6,23074.16,23189.0,22878.46,148115.71085,2023-01-28
3212,ETH/USDT,ETH/USDT,Kripto,1572.1,1597.61,1606.83,1555.99,313675.6574,2023-01-28
4818,SOL/USDT,SOL/USDT,Kripto,24.0,24.43,25.24,23.7,3377884.1,2023-01-28
4015,XRP/USDT,XRP/USDT,Kripto,0.4078,0.4127,0.4168,0.4055,148949278.0,2023-01-28
4016,XRP/USDT,XRP/USDT,Kripto,0.4134,0.4078,0.4173,0.4066,166884667.0,2023-01-29
1676,BTC/USDT,BTC/USDT,Kripto,23742.3,23021.4,23960.54,22967.76,295688.79204,2023-01-29
3213,ETH/USDT,ETH/USDT,Kripto,1644.72,1572.1,1660.0,1566.33,551767.9134,2023-01-29
4819,SOL/USDT,SOL/USDT,Kripto,26.07,24.0,26.8,23.73,7785906.2,2023-01-29
1119,THYAO.IS,THYAO.IS,BIST,150.0,144.8000030517578,150.3000030517578,144.8000030517578,48666913.0,2023-01-30
3214,ETH/USDT,ETH/USDT,Kripto,1566.2,1644.73,1647.53,1535.0,595055.3281,2023-01-30
4017,XRP/USDT,XRP/USDT,Kripto,0.3934,0.4135,0.4222,0.386,433795926.0,2023-01-30
570,GARAN.IS,GARAN.IS,BIST,21.32499233026973,21.218366622924805,21.733720536449333,20.969576130383523,52673936.0,2023-01-30
1677,BTC/USDT,BTC/USDT,Kripto,22826.15,23743.37,23800.51,22500.0,302405.90121,2023-01-30
21,AKBNK.IS,AKBNK.IS,BIST,14.52801648551803,14.806232452392578,15.101835569837716,14.501934930518102,269241577.0,2023-01-30
4820,SOL/USDT,SOL/USDT,Kripto,23.96,26.07,26.31,23.11,7532450.12,2023-01-30
1678,BTC/USDT,BTC/USDT,Kripto,23125.13,22827.38,23320.0,22714.77,264649.34909,2023-01-31
4821,SOL/USDT,SOL/USDT,Kripto,23.92,23.97,24.47,23.49,4062387.09,2023-01-31
22,AKBNK.IS,AKBNK.IS,BIST,14.806233140193948,14.762761116027832,15.214860217626462,14.501935604183785,276185058.0,2023-01-31
3215,ETH/USDT,ETH/USDT,Kripto,1585.33,1566.21,1605.18,1561.63,348856.6751,2023-01-31
571,GARAN.IS,GARAN.IS,BIST,21.076200015027712,21.36053466796875,21.964741356728414,20.934033535936248,64470844.0,2023-01-31
1120,THYAO.IS,THYAO.IS,BIST,144.5,137.60000610351562,144.5,137.60000610351562,65737449.0,2023-01-31
4018,XRP/USDT,XRP/USDT,Kripto,0.4057,0.3933,0.4113,0.388,346580963.0,2023-01-31
572,GARAN.IS,GARAN.IS,BIST,21.502702732312205,19.867786407470703,21.698181231784773,19.867786407470703,62440361.0,2023-02-01
3216,ETH/USDT,ETH/USDT,Kripto,1641.68,1585.32,1647.77,1555.18,474617.1709,2023-02-01
4019,XRP/USDT,XRP/USDT,Kripto,0.4131,0.4058,0.4157,0.3962,379103907.0,2023-02-01
23,AKBNK.IS,AKBNK.IS,BIST,14.962726393619612,13.519489288330078,15.040974373293917,13.519489288330078,296326837.0,2023-02-01
1679,BTC/USDT,BTC/USDT,Kripto,23732.66,23125.13,23812.66,22760.23,310790.42271,2023-02-01
1121,THYAO.IS,THYAO.IS,BIST,139.10000610351562,130.8000030517578,140.3000030517578,130.8000030517578,64560389.0,2023-02-01
4822,SOL/USDT,SOL/USDT,Kripto,25.0,23.93,25.22,22.48,7304888.31,2023-02-01
573,GARAN.IS,GARAN.IS,BIST,19.903326092882754,19.4412841796875,20.471993714799275,18.659368529844734,85320501.0,2023-02-02
1680,BTC/USDT,BTC/USDT,Kripto,23488.94,23731.41,24255.0,23363.27,364177.20751,2023-02-02
3217,ETH/USDT,ETH/USDT,Kripto,1643.12,1641.67,1714.68,1626.85,629188.8874,2023-02-02
24,AKBNK.IS,AKBNK.IS,BIST,13.536877270800025,13.093473434448242,13.919422765043317,12.476184830270949,447082547.0,2023-02-02
1122,THYAO.IS,THYAO.IS,BIST,130.1999969482422,134.60000610351562,136.39999389648438,125.0999984741211,103057422.0,2023-02-02
4020,XRP/USDT,XRP/USDT,Kripto,0.4098,0.4132,0.4192,0.408,322532370.0,2023-02-02
4823,SOL/USDT,SOL/USDT,Kripto,24.32,25.0,26.15,24.05,7246590.58,2023-02-02
574,GARAN.IS,GARAN.IS,BIST,19.49459783266837,20.951805114746094,21.182826070765902,19.476826598799583,92333656.0,2023-02-03
25,AKBNK.IS,AKBNK.IS,BIST,13.14563873231812,14.354133605957031,14.380216819670544,13.110861943177492,314770649.0,2023-02-03
1681,BTC/USDT,BTC/USDT,Kripto,23431.9,23489.33,23715.7,23204.62,332571.02904,2023-02-03
1123,THYAO.IS,THYAO.IS,BIST,134.60000610351562,142.6999969482422,143.39999389648438,133.1999969482422,77657983.0,2023-02-03
3218,ETH/USDT,ETH/USDT,Kripto,1663.52,1643.12,1676.0,1625.93,464815.032,2023-02-03
4021,XRP/USDT,XRP/USDT,Kripto,0.4117,0.4097,0.4137,0.4054,274689680.0,2023-02-03
4824,SOL/USDT,SOL/USDT,Kripto,24.69,24.32,25.07,24.01,4759274.31,2023-02-03
3219,ETH/USDT,ETH/USDT,Kripto,1666.38,1663.52,1695.29,1645.43,308227.1295,2023-02-04
1682,BTC/USDT,BTC/USDT,Kripto,23326.84,23431.9,23587.78,23253.96,166126.47295,2023-02-04
4825,SOL/USDT,SOL/USDT,Kripto,24.34,24.69,24.95,24.17,2034159.41,2023-02-04
4022,XRP/USDT,XRP/USDT,Kripto,0.4106,0.4116,0.4204,0.4075,178134111.0,2023-02-04
4023,XRP/USDT,XRP/USDT,Kripto,0.3984,0.4106,0.412,0.3942,237111362.0,2023-02-05
1683,BTC/USDT,BTC/USDT,Kripto,22932.91,23327.66,23433.33,22743.0,209251.33917,2023-02-05
4826,SOL/USDT,SOL/USDT,Kripto,23.47,24.34,24.46,23.02,4822304.59,2023-02-05
3220,ETH/USDT,ETH/USDT,Kripto,1629.02,1666.39,1673.81,1609.3,413579.6748,2023-02-05
3221,ETH/USDT,ETH/USDT,Kripto,1614.29,1629.01,1658.56,1605.01,384119.4197,2023-02-06
4827,SOL/USDT,SOL/USDT,Kripto,22.66,23.46,23.72,22.45,3592829.38,2023-02-06
26,AKBNK.IS,AKBNK.IS,BIST,13.928117833203467,14.084613800048828,14.345439305932349,13.484713146570984,50998223.0,2023-02-06
1124,THYAO.IS,THYAO.IS,BIST,139.39999389648438,139.89999389648438,141.5,134.0,14257959.0,2023-02-06
1684,BTC/USDT,BTC/USDT,Kripto,22762.52,22932.91,23158.25,22628.13,265371.6069,2023-02-06
575,GARAN.IS,GARAN.IS,BIST,20.347597053447338,20.02772331237793,21.05843116697993,19.92109760218268,15873001.0,2023-02-06
4024,XRP/USDT,XRP/USDT,Kripto,0.392,0.3985,0.4037,0.3909,315995053.0,2023-02-06
1685,BTC/USDT,BTC/USDT,Kripto,23240.46,22762.52,23350.25,22745.78,308006.72482,2023-02-07
576,GARAN.IS,GARAN.IS,BIST,20.2587426003002,18.71268081665039,20.312056302837146,18.286181364903857,31696148.0,2023-02-07
1125,THYAO.IS,THYAO.IS,BIST,138.8000030517578,127.19999694824219,138.8000030517578,126.0,48181521.0,2023-02-07
27,AKBNK.IS,AKBNK.IS,BIST,14.023753151142756,12.780482292175293,14.023753151142756,12.67615192262765,118983174.0,2023-02-07
4025,XRP/USDT,XRP/USDT,Kripto,0.4036,0.3921,0.4048,0.3901,356160688.0,2023-02-07
4828,SOL/USDT,SOL/USDT,Kripto,23.82,22.65,23.96,22.54,4900023.85,2023-02-07
